,l1_fake,l2_fake,prof_l1_fake,prof_l2_fake,l1_real,l2_real,prof_l1_real,prof_l2_real
16x16_None,0.1474699979592114,1.8263915026795583,6.902596974253655,1001.6740047945976,0.1800475335232913,1.504196007154882,9.36052351874113,1587.6908161103725
16x16_batch,0.1487774849273264,0.8542703037154861,9.115785739541051,706.8231676836014,0.1766522270999848,0.9667328713298776,12.594554416656496,1142.8476347885132
16x16_instance,0.1326795552931726,1.3223420925163665,4.677330531954765,869.4460288549661,0.1464170515295118,1.16611994670704,5.388500376224518,597.1382400732041
8x8_None,0.1500322289951145,1.5013583869570866,6.961022515416145,1181.3499542841912,0.1773181454818695,1.4433518791468811,8.651712124109268,1305.3650883669852
8x8_batch,0.1229363374244421,0.4771845569475554,6.877450669050217,366.8498685686589,0.1303367642238736,0.452049291959498,8.327885528683662,484.2456012086868
